,Date,Home Team,Away Team,Home Score,Away Score,Tournament,City,Country,Neutral,Outcome,Winning Team,Losing Team,Total Goals,Year,Decade,Month,Month Name,Day of Week
15769,1989-04-26,Scotland,Cyprus,2,1,FIFA World Cup qualification,Glasgow,Scotland,False,H,Scotland,Cyprus,3,1989,1980,4,April,Wednesday
15837,1989-05-30,Scotland,Chile,2,0,Rous Cup,Glasgow,Scotland,False,H,Scotland,Chile,2,1989,1980,5,May,Tuesday
16284,1990-03-28,Scotland,Argentina,1,0,Friendly,Glasgow,Scotland,False,H,Scotland,Argentina,1,1990,1990,3,March,Wednesday
16360,1990-05-28,Malta,Scotland,1,2,Friendly,Attard,Malta,False,A,Scotland,Malta,3,1990,1990,5,May,Monday
16404,1990-06-16,Sweden,Scotland,1,2,FIFA World Cup,Genoa,Italy,True,A,Scotland,Sweden,3,1990,1990,6,June,Saturday
16517,1990-09-12,Scotland,Romania,2,1,UEFA Euro qualification,Glasgow,Scotland,False,H,Scotland,Romania,3,1990,1990,9,September,Wednesday
16549,1990-10-17,Scotland,Switzerland,2,1,UEFA Euro qualification,Glasgow,Scotland,False,H,Scotland,Switzerland,3,1990,1990,10,October,Wednesday
16741,1991-05-01,San Marino,Scotland,0,2,UEFA Euro qualification,Serravalle,San Marino,False,A,Scotland,San Marino,2,1991,1990,5,May,Wednesday
17050,1991-11-13,Scotland,San Marino,4,0,UEFA Euro qualification,Glasgow,Scotland,False,H,Scotland,San Marino,4,1991,1990,11,November,Wednesday
17153,1992-02-19,Scotland,Northern Ireland,1,0,Friendly,Glasgow,Scotland,False,H,Scotland,Northern Ireland,1,1992,1990,2,February,Wednesday
17243,1992-05-17,United States,Scotland,0,1,Friendly,Denver,United States,False,A,Scotland,United States,1,1992,1990,5,May,Sunday
17246,1992-05-20,Canada,Scotland,1,3,Friendly,Toronto,Canada,False,A,Scotland,Canada,4,1992,1990,5,May,Wednesday
17315,1992-06-18,Scotland,Russia,3,0,UEFA Euro,Norrköping,Sweden,True,H,Scotland,Russia,3,1992,1990,6,June,Thursday
17776,1993-02-17,Scotland,Malta,3,0,FIFA World Cup qualification,Glasgow,Scotland,False,H,Scotland,Malta,3,1993,1990,2,February,Wednesday
18017,1993-05-19,Estonia,Scotland,0,3,FIFA World Cup qualification,Tallinn,Estonia,False,A,Scotland,Estonia,3,1993,1990,5,May,Wednesday
18073,1993-06-02,Scotland,Estonia,3,1,FIFA World Cup qualification,Aberdeen,Scotland,False,H,Scotland,Estonia,4,1993,1990,6,June,Wednesday
18397,1993-11-17,Malta,Scotland,0,2,FIFA World Cup qualification,Attard,Malta,False,A,Scotland,Malta,2,1993,1990,11,November,Wednesday
18595,1994-04-20,Austria,Scotland,1,2,Friendly,Vienna,Austria,False,A,Scotland,Austria,3,1994,1990,4,April,Wednesday
18813,1994-09-07,Finland,Scotland,0,2,UEFA Euro qualification,Helsinki,Finland,False,A,Scotland,Finland,2,1994,1990,9,September,Wednesday
18867,1994-10-12,Scotland,Faroe Islands,5,1,UEFA Euro qualification,Glasgow,Scotland,False,H,Scotland,Faroe Islands,6,1994,1990,10,October,Wednesday
19191,1995-04-26,San Marino,Scotland,0,2,UEFA Euro qualification,Serravalle,San Marino,False,A,Scotland,San Marino,2,1995,1990,4,April,Wednesday
19224,1995-05-24,Ecuador,Scotland,1,2,Kirin Cup,Toyama,Japan,True,A,Scotland,Ecuador,3,1995,1990,5,May,Wednesday
19266,1995-06-07,Faroe Islands,Scotland,0,2,UEFA Euro qualification,Toftir,Faroe Islands,False,A,Scotland,Faroe Islands,2,1995,1990,6,June,Wednesday
19421,1995-08-16,Scotland,Greece,1,0,UEFA Euro qualification,Glasgow,Scotland,False,H,Scotland,Greece,1,1995,1990,8,August,Wednesday
19462,1995-09-06,Scotland,Finland,1,0,UEFA Euro qualification,Glasgow,Scotland,False,H,Scotland,Finland,1,1995,1990,9,September,Wednesday
19553,1995-11-15,Scotland,San Marino,5,0,UEFA Euro qualification,Glasgow,Scotland,False,H,Scotland,San Marino,5,1995,1990,11,November,Wednesday
19790,1996-03-27,Scotland,Australia,1,0,Friendly,Glasgow,Scotland,False,H,Scotland,Australia,1,1996,1990,3,March,Wednesday
20022,1996-06-18,Scotland,Switzerland,1,0,UEFA Euro,Birmingham,England,True,H,Scotland,Switzerland,1,1996,1990,6,June,Tuesday
20241,1996-10-05,Latvia,Scotland,0,2,FIFA World Cup qualification,Riga,Latvia,False,A,Scotland,Latvia,2,1996,1990,10,October,Saturday
20360,1996-11-10,Scotland,Sweden,1,0,FIFA World Cup qualification,Glasgow,Scotland,False,H,Scotland,Sweden,1,1996,1990,11,November,Sunday
20647,1997-03-29,Scotland,Estonia,2,0,FIFA World Cup qualification,Kilmarnock,Scotland,False,H,Scotland,Estonia,2,1997,1990,3,March,Saturday
20679,1997-04-02,Scotland,Austria,2,0,FIFA World Cup qualification,Glasgow,Scotland,False,H,Scotland,Austria,2,1997,1990,4,April,Wednesday
20831,1997-06-01,Malta,Scotland,2,3,Friendly,Attard,Malta,False,A,Scotland,Malta,5,1997,1990,6,June,Sunday
20860,1997-06-08,Belarus,Scotland,0,1,FIFA World Cup qualification,Minsk,Belarus,False,A,Scotland,Belarus,1,1997,1990,6,June,Sunday
21124,1997-09-07,Scotland,Belarus,4,1,FIFA World Cup qualification,Aberdeen,Scotland,False,H,Scotland,Belarus,5,1997,1990,9,September,Sunday
21214,1997-10-11,Scotland,Latvia,2,0,FIFA World Cup qualification,Glasgow,Scotland,False,H,Scotland,Latvia,2,1997,1990,10,October,Saturday
21937,1998-10-10,Scotland,Estonia,3,2,UEFA Euro qualification,Edinburgh,Scotland,False,H,Scotland,Estonia,5,1998,1990,10,October,Saturday
21958,1998-10-14,Scotland,Faroe Islands,2,1,UEFA Euro qualification,Aberdeen,Scotland,False,H,Scotland,Faroe Islands,3,1998,1990,10,October,Wednesday
22250,1999-04-28,Germany,Scotland,0,1,Friendly,Bremen,Germany,False,A,Scotland,Germany,1,1999,1990,4,April,Wednesday
22570,1999-09-04,Bosnia and Herzegovina,Scotland,1,2,UEFA Euro qualification,Sarajevo,Bosnia and Herzegovina,False,A,Scotland,Bosnia and Herzegovina,3,1999,1990,9,September,Saturday
22627,1999-10-05,Scotland,Bosnia and Herzegovina,1,0,UEFA Euro qualification,Glasgow,Scotland,False,H,Scotland,Bosnia and Herzegovina,1,1999,1990,10,October,Tuesday
22649,1999-10-09,Scotland,Lithuania,3,0,UEFA Euro qualification,Glasgow,Scotland,False,H,Scotland,Lithuania,3,1999,1990,10,October,Saturday
22716,1999-11-17,England,Scotland,0,1,UEFA Euro qualification,London,England,False,A,Scotland,England,1,1999,1990,11,November,Wednesday
23254,2000-05-30,Republic of Ireland,Scotland,1,2,Friendly,Dublin,Republic of Ireland,False,A,Scotland,Republic of Ireland,3,2000,2000,5,May,Tuesday
23554,2000-09-02,Latvia,Scotland,0,1,FIFA World Cup qualification,Riga,Latvia,False,A,Scotland,Latvia,1,2000,2000,9,September,Saturday
23636,2000-10-07,San Marino,Scotland,0,2,FIFA World Cup qualification,Serravalle,San Marino,False,A,Scotland,San Marino,2,2000,2000,10,October,Saturday
24083,2001-03-28,Scotland,San Marino,4,0,FIFA World Cup qualification,Glasgow,Scotland,False,H,Scotland,San Marino,4,2001,2000,3,March,Wednesday
24688,2001-10-06,Scotland,Latvia,2,1,FIFA World Cup qualification,Glasgow,Scotland,False,H,Scotland,Latvia,3,2001,2000,10,October,Saturday
25382,2002-10-12,Iceland,Scotland,0,2,UEFA Euro qualification,Reykjavík,Iceland,False,A,Scotland,Iceland,2,2002,2000,10,October,Saturday
25409,2002-10-15,Scotland,Canada,3,1,Friendly,Edinburgh,Scotland,False,H,Scotland,Canada,4,2002,2000,10,October,Tuesday
25771,2003-03-29,Scotland,Iceland,2,1,UEFA Euro qualification,Glasgow,Scotland,False,H,Scotland,Iceland,3,2003,2000,3,March,Saturday
26195,2003-09-06,Scotland,Faroe Islands,3,1,UEFA Euro qualification,Glasgow,Scotland,False,H,Scotland,Faroe Islands,4,2003,2000,9,September,Saturday
26306,2003-10-11,Scotland,Lithuania,1,0,UEFA Euro qualification,Glasgow,Scotland,False,H,Scotland,Lithuania,1,2003,2000,10,October,Saturday
26402,2003-11-15,Scotland,Netherlands,1,0,UEFA Euro qualification,Glasgow,Scotland,False,H,Scotland,Netherlands,1,2003,2000,11,November,Saturday
26846,2004-05-27,Estonia,Scotland,0,1,Friendly,Tallinn,Estonia,False,A,Scotland,Estonia,1,2004,2000,5,May,Thursday
26871,2004-05-30,Scotland,Trinidad and Tobago,4,1,Friendly,Edinburgh,Scotland,False,H,Scotland,Trinidad and Tobago,5,2004,2000,5,May,Sunday
27865,2005-06-04,Scotland,Moldova,2,0,FIFA World Cup qualification,Glasgow,Scotland,False,H,Scotland,Moldova,2,2005,2000,6,June,Saturday
28156,2005-09-07,Norway,Scotland,1,2,FIFA World Cup qualification,Oslo,Norway,False,A,Scotland,Norway,3,2005,2000,9,September,Wednesday
28249,2005-10-12,Slovenia,Scotland,0,3,FIFA World Cup qualification,Celje,Slovenia,False,A,Scotland,Slovenia,3,2005,2000,10,October,Wednesday
28581,2006-05-11,Bulgaria,Scotland,1,5,Kirin Cup,Kobe,Japan,True,A,Scotland,Bulgaria,6,2006,2000,5,May,Thursday
28872,2006-09-02,Scotland,Faroe Islands,6,0,UEFA Euro qualification,Glasgow,Scotland,False,H,Scotland,Faroe Islands,6,2006,2000,9,September,Saturday
28919,2006-09-06,Lithuania,Scotland,1,2,UEFA Euro qualification,Kaunas,Lithuania,False,A,Scotland,Lithuania,3,2006,2000,9,September,Wednesday
29007,2006-10-07,Scotland,France,1,0,UEFA Euro qualification,Glasgow,Scotland,False,H,Scotland,France,1,2006,2000,10,October,Saturday
29381,2007-03-24,Scotland,Georgia,2,1,UEFA Euro qualification,Glasgow,Scotland,False,H,Scotland,Georgia,3,2007,2000,3,March,Saturday
29477,2007-05-30,Austria,Scotland,0,1,Friendly,Vienna,Austria,False,A,Scotland,Austria,1,2007,2000,5,May,Wednesday
29550,2007-06-06,Faroe Islands,Scotland,0,2,UEFA Euro qualification,Toftir,Faroe Islands,False,A,Scotland,Faroe Islands,2,2007,2000,6,June,Wednesday
29797,2007-08-22,Scotland,South Africa,1,0,Friendly,Aberdeen,Scotland,False,H,Scotland,South Africa,1,2007,2000,8,August,Wednesday
29869,2007-09-08,Scotland,Lithuania,3,1,UEFA Euro qualification,Glasgow,Scotland,False,H,Scotland,Lithuania,4,2007,2000,9,September,Saturday
29907,2007-09-12,France,Scotland,0,1,UEFA Euro qualification,Paris,France,False,A,Scotland,France,1,2007,2000,9,September,Wednesday
29970,2007-10-13,Scotland,Ukraine,3,1,UEFA Euro qualification,Glasgow,Scotland,False,H,Scotland,Ukraine,4,2007,2000,10,October,Saturday
30983,2008-09-10,Iceland,Scotland,1,2,FIFA World Cup qualification,Reykjavík,Iceland,False,A,Scotland,Iceland,3,2008,2000,9,September,Wednesday
31527,2009-04-01,Scotland,Iceland,2,1,FIFA World Cup qualification,Glasgow,Scotland,False,H,Scotland,Iceland,3,2009,2000,4,April,Wednesday
31885,2009-09-05,Scotland,North Macedonia,2,0,FIFA World Cup qualification,Glasgow,Scotland,False,H,Scotland,North Macedonia,2,2009,2000,9,September,Saturday
32329,2010-03-03,Scotland,Czech Republic,1,0,Friendly,Glasgow,Scotland,False,H,Scotland,Czech Republic,1,2010,2010,3,March,Wednesday
32697,2010-09-07,Scotland,Liechtenstein,2,1,UEFA Euro qualification,Glasgow,Scotland,False,H,Scotland,Liechtenstein,3,2010,2010,9,September,Tuesday
32914,2010-11-16,Scotland,Faroe Islands,3,0,Friendly,Aberdeen,Scotland,False,H,Scotland,Faroe Islands,3,2010,2010,11,November,Tuesday
33165,2011-02-09,Scotland,Northern Ireland,3,0,Nations Cup,Dublin,Republic of Ireland,True,H,Scotland,Northern Ireland,3,2011,2010,2,February,Wednesday
33312,2011-05-25,Wales,Scotland,1,3,Nations Cup,Dublin,Republic of Ireland,True,A,Scotland,Wales,4,2011,2010,5,May,Wednesday
33617,2011-08-10,Scotland,Denmark,2,1,Friendly,Glasgow,Scotland,False,H,Scotland,Denmark,3,2011,2010,8,August,Wednesday
33792,2011-09-06,Scotland,Lithuania,1,0,UEFA Euro qualification,Glasgow,Scotland,False,H,Scotland,Lithuania,1,2011,2010,9,September,Tuesday
33873,2011-10-08,Liechtenstein,Scotland,0,1,UEFA Euro qualification,Vaduz,Liechtenstein,False,A,Scotland,Liechtenstein,1,2011,2010,10,October,Saturday
33961,2011-11-11,Cyprus,Scotland,1,2,Friendly,Larnaca,Cyprus,False,A,Scotland,Cyprus,3,2011,2010,11,November,Friday
34649,2012-08-15,Scotland,Australia,3,1,Friendly,Edinburgh,Scotland,False,H,Scotland,Australia,4,2012,2010,8,August,Wednesday
34990,2012-11-14,Luxembourg,Scotland,1,2,Friendly,Luxembourg,Luxembourg,False,A,Scotland,Luxembourg,3,2012,2010,11,November,Wednesday
35272,2013-02-06,Scotland,Estonia,1,0,Friendly,Aberdeen,Scotland,False,H,Scotland,Estonia,1,2013,2010,2,February,Wednesday
35497,2013-06-07,Croatia,Scotland,0,1,FIFA World Cup qualification,Zagreb,Croatia,False,A,Scotland,Croatia,1,2013,2010,6,June,Friday
35856,2013-09-10,North Macedonia,Scotland,1,2,FIFA World Cup qualification,Skopje,North Macedonia,False,A,Scotland,North Macedonia,3,2013,2010,9,September,Tuesday
35963,2013-10-15,Scotland,Croatia,2,0,FIFA World Cup qualification,Glasgow,Scotland,False,H,Scotland,Croatia,2,2013,2010,10,October,Tuesday
36053,2013-11-19,Norway,Scotland,0,1,Friendly,Molde,Norway,False,A,Scotland,Norway,1,2013,2010,11,November,Tuesday
36208,2014-03-05,Poland,Scotland,0,1,Friendly,Warsaw,Poland,False,A,Scotland,Poland,1,2014,2010,3,March,Wednesday
36721,2014-10-11,Scotland,Georgia,1,0,UEFA Euro qualification,Glasgow,Scotland,False,H,Scotland,Georgia,1,2014,2010,10,October,Saturday
36845,2014-11-14,Scotland,Republic of Ireland,1,0,UEFA Euro qualification,Glasgow,Scotland,False,H,Scotland,Republic of Ireland,1,2014,2010,11,November,Friday
37091,2015-03-25,Scotland,Northern Ireland,1,0,Friendly,Glasgow,Scotland,False,H,Scotland,Northern Ireland,1,2015,2010,3,March,Wednesday
37149,2015-03-29,Scotland,Gibraltar,6,1,UEFA Euro qualification,Glasgow,Scotland,False,H,Scotland,Gibraltar,7,2015,2010,3,March,Sunday
37241,2015-06-05,Scotland,Qatar,1,0,Friendly,Edinburgh,Scotland,False,H,Scotland,Qatar,1,2015,2010,6,June,Friday
37715,2015-10-11,Gibraltar,Scotland,0,6,UEFA Euro qualification,Faro,Portugal,True,A,Scotland,Gibraltar,6,2015,2010,10,October,Sunday
38052,2016-03-24,Czech Republic,Scotland,0,1,Friendly,Prague,Czech Republic,False,A,Scotland,Czech Republic,1,2016,2010,3,March,Thursday
38183,2016-03-29,Scotland,Denmark,1,0,Friendly,Glasgow,Scotland,False,H,Scotland,Denmark,1,2016,2010,3,March,Tuesday
38569,2016-09-04,Malta,Scotland,1,5,FIFA World Cup qualification,Attard,Malta,False,A,Scotland,Malta,6,2016,2010,9,September,Sunday
39047,2017-03-26,Scotland,Slovenia,1,0,FIFA World Cup qualification,Glasgow,Scotland,False,H,Scotland,Slovenia,1,2017,2010,3,March,Sunday
39484,2017-09-01,Lithuania,Scotland,0,3,FIFA World Cup qualification,Vilnius,Lithuania,False,A,Scotland,Lithuania,3,2017,2010,9,September,Friday
39532,2017-09-04,Scotland,Malta,2,0,FIFA World Cup qualification,Glasgow,Scotland,False,H,Scotland,Malta,2,2017,2010,9,September,Monday
39596,2017-10-05,Scotland,Slovakia,1,0,FIFA World Cup qualification,Glasgow,Scotland,False,H,Scotland,Slovakia,1,2017,2010,10,October,Thursday
40016,2018-03-27,Hungary,Scotland,0,1,Friendly,Budapest,Hungary,False,A,Scotland,Hungary,1,2018,2010,3,March,Tuesday
40409,2018-09-10,Scotland,Albania,2,0,UEFA Nations League,Glasgow,Scotland,False,H,Scotland,Albania,2,2018,2010,9,September,Monday
40654,2018-11-17,Albania,Scotland,0,4,UEFA Nations League,Shkodër,Albania,False,A,Scotland,Albania,4,2018,2010,11,November,Saturday
40705,2018-11-20,Scotland,Israel,3,2,UEFA Nations League,Glasgow,Scotland,False,H,Scotland,Israel,5,2018,2010,11,November,Tuesday
40908,2019-03-24,San Marino,Scotland,0,2,UEFA Euro qualification,Serravalle,San Marino,False,A,Scotland,San Marino,2,2019,2010,3,March,Sunday
41065,2019-06-08,Scotland,Cyprus,2,1,UEFA Euro qualification,Glasgow,Scotland,False,H,Scotland,Cyprus,3,2019,2010,6,June,Saturday
41629,2019-10-13,Scotland,San Marino,6,0,UEFA Euro qualification,Glasgow,Scotland,False,H,Scotland,San Marino,6,2019,2010,10,October,Sunday
41813,2019-11-16,Cyprus,Scotland,1,2,UEFA Euro qualification,Nicosia,Cyprus,False,A,Scotland,Cyprus,3,2019,2010,11,November,Saturday
41880,2019-11-19,Scotland,Kazakhstan,3,1,UEFA Euro qualification,Glasgow,Scotland,False,H,Scotland,Kazakhstan,4,2019,2010,11,November,Tuesday
41981,2020-09-07,Czech Republic,Scotland,1,2,UEFA Nations League,Olomouc,Czech Republic,False,A,Scotland,Czech Republic,3,2020,2020,9,September,Monday
42058,2020-10-11,Scotland,Slovakia,1,0,UEFA Nations League,Glasgow,Scotland,False,H,Scotland,Slovakia,1,2020,2020,10,October,Sunday
42106,2020-10-14,Scotland,Czech Republic,1,0,UEFA Nations League,Glasgow,Scotland,False,H,Scotland,Czech Republic,1,2020,2020,10,October,Wednesday
42419,2021-03-31,Scotland,Faroe Islands,4,0,FIFA World Cup qualification,Glasgow,Scotland,False,H,Scotland,Faroe Islands,4,2021,2020,3,March,Wednesday
42529,2021-06-06,Luxembourg,Scotland,0,1,Friendly,Luxembourg City,Luxembourg,False,A,Scotland,Luxembourg,1,2021,2020,6,June,Sunday
42871,2021-09-04,Scotland,Moldova,1,0,FIFA World Cup qualification,Glasgow,Scotland,False,H,Scotland,Moldova,1,2021,2020,9,September,Saturday
42937,2021-09-07,Austria,Scotland,0,1,FIFA World Cup qualification,Vienna,Austria,False,A,Scotland,Austria,1,2021,2020,9,September,Tuesday
43033,2021-10-09,Scotland,Israel,3,2,FIFA World Cup qualification,Glasgow,Scotland,False,H,Scotland,Israel,5,2021,2020,10,October,Saturday
43102,2021-10-12,Faroe Islands,Scotland,0,1,FIFA World Cup qualification,Tórshavn,Faroe Islands,False,A,Scotland,Faroe Islands,1,2021,2020,10,October,Tuesday
43181,2021-11-12,Moldova,Scotland,0,2,FIFA World Cup qualification,Chișinău,Moldova,False,A,Scotland,Moldova,2,2021,2020,11,November,Friday
43232,2021-11-15,Scotland,Denmark,2,0,FIFA World Cup qualification,Glasgow,Scotland,False,H,Scotland,Denmark,2,2021,2020,11,November,Monday
43780,2022-06-08,Scotland,Armenia,2,0,UEFA Nations League,Glasgow,Scotland,False,H,Scotland,Armenia,2,2022,2020,6,June,Wednesday
43905,2022-06-14,Armenia,Scotland,1,4,UEFA Nations League,Yerevan,Armenia,False,A,Scotland,Armenia,5,2022,2020,6,June,Tuesday
43927,2022-09-21,Scotland,Ukraine,3,0,UEFA Nations League,Glasgow,Scotland,False,H,Scotland,Ukraine,3,2022,2020,9,September,Wednesday
43988,2022-09-24,Scotland,Republic of Ireland,2,1,UEFA Nations League,Glasgow,Scotland,False,H,Scotland,Republic of Ireland,3,2022,2020,9,September,Saturday
